0.999231360492  3.14516129032
0.999231360492  1.23991935484
0.999231360492  4.6875
2.99769408148  -0.9375
2.99769408148  -3.20564516129
2.99769408148  1.23991935484
4.99615680246  -5.92741935484
4.99615680246  -10.1008064516
5.03458877786  -2.11693548387
6.99461952344  8.04435483871
6.99461952344  0.0604838709677
6.99461952344  15.8467741935
8.99308224443  11.1290322581
9.03151421983  0.423387096774
8.99308224443  21.4717741935
10.9915449654  24.0120967742
11.0299769408  11.4012096774
11.0299769408  36.623
13.0284396618  25.0100806452
13.0284396618  13.9415322581
12.9900076864  36.0786
15.0269023828  21.1088709677
15.0269023828  11.0383064516
15.0269023828  30.8165322581
16.9869331284  17.1169354839
17.0253651038  8.04435483871
17.0253651038  25.9173387097
18.9853958493  4.95967741935
19.0238278248  -3.02419354839
19.0238278248  13.0342741935
20.9838585703  9.94959677419
21.0222905457  2.51008064516
21.0222905457  17.3891129032
22.9823212913  6.04838709677
23.0207532667  -0.9375
23.0207532667  12.8528225806
25.0192159877  -0.0302419354839
25.0192159877  -6.47177419355
25.0192159877  6.41129032258
27.0176787087  5.05040322581
27.0176787087  -2.93346774194
27.0176787087  12.8528225806
29.0161414297  9.04233870968
29.0161414297  2.41935483871
29.0161414297  15.4838709677
31.0146041507  5.95766129032
31.0530361261  0.151209677419
31.0146041507  11.7641129032
33.0130668716  -5.11088709677
33.0130668716  -10.372983871
33.0130668716  0.332661290323
35.0115295926  4.95967741935
35.0115295926  -1.30040322581
35.0115295926  11.310483871
36.9715603382  15.0302419355
37.0099923136  8.86088709677
37.0099923136  21.1088709677
39.0084550346  -0.9375
39.0084550346  -7.74193548387
39.0084550346  5.68548387097
41.0069177556  -0.9375
41.0069177556  -7.28830645161
41.0069177556  5.32258064516
43.0053804766  -4.02217741935
43.0053804766  -9.46572580645
43.0053804766  1.42137096774
45.0038431975  -4.92943548387
45.0038431975  -11.0987903226
45.0038431975  1.05846774194
47.0023059185  8.13508064516
47.0023059185  2.0564516129
47.0023059185  13.9415322581
49.0007686395  -7.01612903226
49.0007686395  -13.4576612903
49.0007686395  -0.665322580645
